"","t.cvCosineSim.","groupName"
"X0",0.989912348167899,"PastorAnderson_train6"
"V2",0.989708102200303,"PastorAnderson_train6"
"V3",0.990443499589573,"PastorAnderson_train6"
"V4",0.988132783020985,"PastorAnderson_train6"
"V5",0.988238956016582,"PastorAnderson_train6"
"V6",0.988539305214675,"PastorAnderson_train6"
"V7",0.990526385355354,"PastorAnderson_train6"
"V8",0.990234230312436,"PastorAnderson_train6"
"V9",0.990290443575456,"PastorAnderson_train6"
"V10",0.990892728639279,"PastorAnderson_train6"
